LeadSourceGroup,ZipCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerOwnRent,Approved,TotalIncome,Education
TV,75,Refinance,Conventional                                      ,288000.0,742,80.0,27.0,44,Own,1,12500.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,280880.0,799,71.28,25.0,59,Own,1,6083.14,UnderGrad
Internet,76,Refinance,Conventional                                      ,288386.0,767,77.94,47.0,25,Own,0,5533.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,147390.0,779,65.5,37.0,73,Own,0,4000.0,UnderGrad
Radio,77,Refinance,FHA                                               ,214692.0,681,95.9,41.0,30,Own,0,4156.8,Higher School
TV,75,Refinance,Conventional                                      ,510400.0,786,70.4,24.0,58,Own,1,23139.65,UnderGrad
Internet,76,Refinance,Conventional                                      ,329282.0,795,79.34,28.0,40,Own,1,9166.66,UnderGrad
Repeat Client,Other,Refinance,Conventional                                      ,206500.0,773,75.91,27.0,48,Own,1,11519.33,UnderGrad
Internet,76,Refinance,Conventional                                      ,259000.0,658,63.17,44.0,49,Own,1,4258.82,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,256800.0,677,64.2,45.0,55,Own,1,9621.95,UnderGrad
Internet,75,Refinance,Conventional                                      ,510350.0,686,73.85,30.0,61,Own,0,17100.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,278910.0,787,90.0,22.0,61,Own,1,18921.8,PHD
Internet,78,Refinance,Conventional                                      ,324000.0,744,80.0,30.0,49,Own,1,19441.46,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,284800.0,700,80.0,38.0,38,Own,1,13508.33,UnderGrad
Internet,78,Refinance,Conventional                                      ,244191.0,792,61.04,36.0,52,Own,1,7193.33,UnderGrad
Radio,76,Refinance,Conventional                                      ,186600.0,693,79.4,44.0,39,Own,1,4000.0,Higher School
TV,75,Refinance,Conventional                                      ,277145.0,781,69.28,23.0,39,Own,1,19936.510000000002,UnderGrad
Internet,Other,Refinance,Conventional                                      ,376000.0,782,80.0,21.0,42,Own,0,24500.0,Higher School
Other,78,Refinance,Conventional                                      ,115000.0,701,49.14,24.0,47,Own,1,6230.98,UnderGrad
Internet,78,Refinance,Conventional                                      ,138900.0,691,59.87,37.0,71,Own,1,9563.82,PHD
Radio,76,Refinance,Conventional                                      ,145500.0,752,97.0,40.0,43,Rent,1,8607.33,UnderGrad
Radio,75,Refinance,FHA                                               ,363298.0,728,89.26,47.0,39,Own,0,13499.99,UnderGrad
Radio,76,Refinance,Conventional                                      ,100000.0,666,54.05,48.0,71,Own,1,11930.880000000001,UnderGrad
Other,Other,Refinance,Conventional                                      ,389800.0,685,72.18,45.0,24,Own,1,8839.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,361000.0,749,74.43,17.0,32,Own,1,18867.29,PHD
Internet,76,Refinance,Conventional                                      ,190240.0,785,58.71,20.0,48,Own,1,17445.0,UnderGrad
TV,75,Refinance,Conventional                                      ,220000.0,697,80.0,35.0,52,Own,1,11230.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,129323.0,787,63.08,27.0,36,Own,1,4465.07,Higher School
Internet,75,Refinance,Conventional                                      ,109160.0,731,85.28,30.0,24,Own,1,4638.97,UnderGrad
TV,75,Refinance,Conventional                                      ,185000.0,777,24.5,15.0,44,Own,1,15409.0,PostGrad
Radio,76,Refinance,Conventional                                      ,198900.0,724,79.56,47.0,49,Own,1,10502.09,PostGrad
Radio,76,Refinance,Conventional                                      ,231700.0,781,57.92,36.0,37,Own,0,5000.0,Higher School
Other,76,Refinance,Conventional                                      ,126000.0,677,60.0,35.0,72,Own,0,3550.0,Higher School
Internet,75,Refinance,Conventional                                      ,100000.0,719,60.24,27.0,51,Own,1,7213.98,UnderGrad
Internet,77,Refinance,Conventional                                      ,278800.0,789,42.92,29.0,60,Own,1,12951.92,UnderGrad
Internet,76,Refinance,Conventional                                      ,236250.0,791,52.5,11.0,43,Own,0,20334.0,PostGrad
Internet,77,Refinance,FHA                                               ,270655.0,633,95.0,47.0,33,Rent,1,8750.0,UnderGrad
Internet,78,Refinance,Conventional                                      ,389695.0,734,76.41,36.0,33,Own,1,13133.47,PostGrad
Other,77,Refinance,Conventional                                      ,80000.0,721,66.66,38.0,57,Own,0,2645.87,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,256159.0,761,60.27,15.0,36,Own,1,20918.41,UnderGrad
Internet,76,Refinance,Conventional                                      ,211100.0,705,54.11,29.0,47,Own,1,10765.42,UnderGrad
Radio,Other,Refinance,Conventional                                      ,277082.0,699,73.88,44.0,54,Own,1,13249.33,UnderGrad
Internet,77,Refinance,Conventional                                      ,384000.0,789,51.2,28.0,30,Own,1,10609.0,PHD
Internet,77,Refinance,Conventional                                      ,146150.0,647,79.0,39.0,58,Own,0,5267.6,UnderGrad
Internet,75,Refinance,Conventional                                      ,252540.0,754,78.91,26.0,76,Own,1,6427.6,UnderGrad
Internet,77,Refinance,Conventional                                      ,305100.0,786,55.47,18.0,51,Own,1,16250.0,PostGrad
Internet,77,Refinance,Conventional                                      ,199600.0,692,72.58,32.0,47,Own,1,11640.38,Higher School
TV,75,Refinance,FHA                                               ,392755.0,588,96.5,50.0,31,Rent,0,7540.0,UnderGrad
Other,75,Refinance,Conventional                                      ,167300.0,783,44.02,35.0,74,Own,1,4107.63,Higher School
Other,75,Refinance,Conventional                                      ,360265.0,790,83.78,49.0,33,Own,1,10918.48,UnderGrad
TV,76,Refinance,Conventional                                      ,133600.0,692,80.0,34.0,65,Own,1,6646.14,UnderGrad
Other,78,Refinance,Conventional                                      ,259800.0,786,91.47,26.0,35,Own,1,10294.1,PostGrad
Radio,75,Refinance,Conventional                                      ,322400.0,683,67.87,30.0,40,Own,0,8416.0,UnderGrad
TV,77,Refinance,Conventional                                      ,153000.0,725,54.64,14.0,42,Own,0,16198.7,UnderGrad
Radio,75,Refinance,Conventional                                      ,271200.0,754,77.48,33.0,35,Own,1,10963.27,UnderGrad
Internet,78,Refinance,Conventional                                      ,109000.0,699,34.06,366.0,66,Own,0,1047.27,UnderGrad
TV,77,Refinance,Conventional                                      ,185000.0,683,67.27,67.0,56,Own,0,3153.3,Higher School
TV,75,Refinance,Conventional                                      ,350000.0,738,78.65,36.0,46,Own,1,16789.0,PostGrad
Repeat Client,75,Refinance,Conventional                                      ,348538.0,765,78.32,29.0,60,Own,1,15225.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,140800.0,695,80.0,35.0,30,Own,1,5411.93,Higher School
Internet,76,Refinance,Conventional                                      ,195000.0,793,73.58,32.0,35,Own,1,9848.33,UnderGrad
Internet,75,Refinance,Conventional                                      ,180000.0,799,64.28,13.0,30,Own,0,12895.33,UnderGrad
Radio,76,Refinance,Conventional                                      ,230000.0,752,69.69,30.0,40,Own,1,11848.93,UnderGrad
Internet,76,Refinance,Conventional                                      ,283100.0,795,89.87,31.0,41,Own,1,10556.25,UnderGrad
Other,75,Refinance,Conventional                                      ,154700.0,699,79.33,35.0,29,Own,1,5645.47,UnderGrad
Other,76,Refinance,Conventional                                      ,217000.0,807,55.78,17.0,41,Own,0,13666.66,UnderGrad
Radio,76,Refinance,FHA                                               ,321998.0,640,97.37,24.0,44,Own,1,9341.91,UnderGrad
Radio,77,Refinance,Conventional                                      ,192500.0,801,65.25,23.0,70,Own,0,7583.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,352000.0,799,80.0,19.0,38,Own,1,27120.03,UnderGrad
Internet,76,Refinance,Conventional                                      ,236000.0,773,89.05,31.0,58,Rent,1,5116.58,PostGrad
Internet,77,Refinance,Conventional                                      ,127400.0,672,84.98,36.0,54,Own,0,4375.0,UnderGrad
TV,76,Refinance,Conventional                                      ,201000.0,788,53.6,33.0,45,Own,1,5043.84,UnderGrad
TV,75,Refinance,Conventional                                      ,133400.0,706,52.93,38.0,50,Own,1,8628.289999999999,PostGrad
Internet,76,Refinance,Conventional                                      ,144000.0,729,80.0,40.0,46,Rent,0,3437.5,UnderGrad
Other,78,Refinance,Conventional                                      ,231000.0,794,79.93,26.0,39,Own,1,8333.0,UnderGrad
TV,75,Refinance,Conventional                                      ,372000.0,718,80.0,49.0,42,Own,1,11272.84,UnderGrad
Radio,76,Refinance,Conventional                                      ,204800.0,739,80.0,37.0,52,Own,1,9583.32,UnderGrad
TV,75,Refinance,Conventional                                      ,125000.0,662,50.2,38.0,58,Own,1,10610.17,Higher School
Internet,78,Refinance,Conventional                                      ,390000.0,727,72.35,34.0,52,Own,1,13880.0,UnderGrad
TV,75,Refinance,Conventional                                      ,153500.0,673,74.87,25.0,43,Own,1,9188.0,UnderGrad
Internet,75,Refinance,Conventional                                      ,299250.0,729,95.0,29.0,28,Own,1,8406.55,UnderGrad
Other,Other,Refinance,FHA                                               ,195395.0,660,96.5,40.0,42,Rent,1,4589.87,Higher School
Internet,Other,Refinance,Conventional                                      ,510400.0,802,86.56,20.0,37,Rent,1,11916.67,UnderGrad
TV,75,Refinance,FHA                                               ,231430.0,686,96.49,55.0,54,Own,1,6970.43,UnderGrad
Radio,76,Refinance,Conventional                                      ,93875.0,780,24.13,45.0,56,Own,1,4962.36,UnderGrad
Internet,Other,Refinance,Conventional                                      ,77000.0,726,45.29,96.0,71,Own,1,3417.8,UnderGrad
Internet,75,Refinance,FHA                                               ,137871.0,648,47.54,392.0,50,Own,0,534.75,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,228000.0,704,80.0,43.0,58,Own,1,17500.0,UnderGrad
Internet,79,Refinance,FHA                                               ,117826.0,677,96.5,56.0,31,Own,1,4749.33,UnderGrad
Repeat Client,77,Refinance,Conventional                                      ,115900.0,795,95.0,34.0,60,Own,1,8001.02,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,233400.0,803,64.83,34.0,65,Own,1,7975.08,UnderGrad
Radio,75,Refinance,Conventional                                      ,364731.0,781,72.51,30.0,45,Own,0,11983.81,UnderGrad
TV,77,Refinance,Conventional                                      ,140000.0,739,50.9,19.0,62,Own,0,9300.0,Higher School
TV,75,Refinance,Conventional                                      ,200000.0,799,59.7,18.0,43,Own,1,10935.53,PostGrad
Internet,75,Refinance,Conventional                                      ,386000.0,763,50.45,30.0,50,Own,1,12991.3,UnderGrad
Repeat Client,75,Refinance,Conventional                                      ,173805.0,785,75.56,41.0,71,Own,1,4054.93,UnderGrad
Other,76,Refinance,Conventional                                      ,147600.0,767,77.68,47.0,54,Own,0,3114.33,UnderGrad
TV,76,Refinance,Conventional                                      ,100000.0,739,33.89,33.0,50,Own,1,3955.21,UnderGrad
TV,75,Refinance,Conventional                                      ,138000.0,643,65.71,36.0,37,Own,0,9550.0,UnderGrad
Internet,76,Refinance,Conventional                                      ,70000.0,620,40.0,27.0,56,Own,1,4853.92,Higher School
Internet,77,Refinance,Conventional                                      ,209533.0,707,69.84,49.0,41,Own,0,6356.13,UnderGrad
Radio,75,Refinance,Conventional                                      ,340304.0,731,84.44,30.0,60,Own,0,9976.539999999999,UnderGrad
Radio,76,Refinance,Conventional                                      ,93000.0,769,74.4,34.0,66,Own,1,6011.82,PostGrad
Internet,78,Refinance,Conventional                                      ,230000.0,806,65.71,39.0,76,Own,0,4450.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,320000.0,663,80.0,23.0,53,Own,1,12434.93,UnderGrad
Repeat Client,76,Refinance,Conventional                                      ,200000.0,724,74.07,44.0,54,Own,1,6767.0,UnderGrad
Internet,77,Refinance,Conventional                                      ,108000.0,802,38.57,18.0,64,Own,0,8166.0,UnderGrad
