LeadID,DateAdded,LeadSourceGroup,LoanOfficer,Group,ZipCode,LoanNumber,ApprovalDate,BranchCode,LoanPurpose,LoanType,TotalLoanAmount,CreditScore,CLTV,DTI,BorrowerAge,BorrowerYearsInSchool,BorrowerTotalMonthlyIncome,BorrowerOwnRent,BorrowerCity,BorrowerState,IsCoBorrowerower,CoBorrowerYearsInSchool,CoBorrowerAge,CoBorrowerTotalMonthlyIncome
132136,6/18/2015 9:55,,"Sharpe, Jenny",Admin,76134,4108197527,7/12/2019,4108,Refinance Cash-out                                ,Conventional                                      ,146250,657,75,39,68,14,4756.2,Own,Fort Worth,TX,TRUE,0,0,0
146141,9/9/2015 17:08,Self Sourced,"Alexander, Gary",Refinance Team - 4102,75022,4105193337,7/16/2019,4102,Refinance                                         ,Conventional                                      ,332600,782,66.52,19,36,18,17842.65,Own,Flower Mound,TX,TRUE,16,31,0
158654,11/18/2015 10:28,Radio,"Sharp, James",Admin,75135,4102190652,2/10/2019,4102,Refinance Cash-out                                ,Conventional                                      ,102000,711,60,39,56,16,3102.96,Own,Caddo Mills,TX,TRUE,16,55,0
158771,11/19/2015 2:06,Internet,"Alexander, Gary",Refinance Team - 4102,76028,4102204847,3/27/2020,4102,Refinance                                         ,Conventional                                      ,103500,692,48.36,26,39,15,5108.12,Own,Burleson,TX,TRUE,16,40,3000
159276,11/23/2015 12:43,Referral,"Sharp, James",Admin,75135,4102190276,1/14/2019,4102,Refinance Cash-out                                ,Conventional                                      ,118000,639,40.68,25,40,14,6389.51,Own,Caddo Mills,TX,TRUE,0,0,0
174638,3/10/2016 13:02,TV,"Swaney, Daniel",Purchase Team - 4105,76207,4108182355,1/25/2019,4105,Refinance Cash-out                                ,Conventional                                      ,235000,729,57.31,28,71,16,4105.99,Own,Denton,TX,TRUE,0,66,5642.24
190324,7/6/2016 7:48,TV,"Nguyen, Tu",Refinance Team - 4102,77318,41021910463,,4102,Refinance Cash-out                                ,Conventional                                      ,175000,797,79.54,36,72,16,6249.66,Own,Willis,TX,TRUE,0,0,0
190737,7/7/2016 16:41,Repeat Client,"Frank, Michael",Refinance Team - 4103,,4102193231,4/15/2019,4103,Refinance Cash-out                                ,Conventional                                      ,206500,773,75.91,27,48,13,-194.42,Own,Allen,TX,TRUE,16,50,11713.75
207380,8/17/2016 11:59,Internet,"Sharp, James",Admin,,4102193328,4/10/2019,4103,Refinance Cash-out                                ,Conventional                                      ,158400,733,80,23,73,12,1755,Own,Cleburne,TX,TRUE,12,61,5053.36
219758,10/25/2016 21:20,Internet,"Sharpe, Jenny",Admin,75211,4105193815,5/9/2019,4105,Purchase                                          ,FHA                                               ,171830,713,96.5,53,49,14,3229.14,Living Rent Free,Dallas,TX,TRUE,0,0,0
220070,10/27/2016 12:02,Radio,"Swaney, Daniel",Purchase Team - 4105,76247,4105192291,3/6/2019,4105,Refinance Cash-out                                ,Conventional                                      ,384000,740,80,36,52,16,9470.32,Own,Justin,TX,TRUE,16,44,6365.43
220799,11/1/2016 14:45,Radio,"Johnson, Chris",Refinance Team - 4102,76137,4102197553,7/15/2019,4102,Refinance Cash-out                                ,Conventional                                      ,147000,776,62.55,14,42,16,10981.84,Own,Fort Worth,TX,TRUE,16,44,5219.56
179763,4/15/2016 15:23,Radio,"Sharpe, Jenny",Admin,75156,4102193090,,4102,Refinance                                         ,FHA                                               ,158679,790,69.31,43,48,12,7016.66,Own,Mabank,TX,TRUE,12,48,0
180279,4/19/2016 18:22,Radio,"Boldt, Bob",Refinance Team - 4101,75025,4101203517,3/10/2020,4101,Refinance Cash-out                                ,Conventional                                      ,238400,687,80,37,75,16,7524.6,Own,Plano,TX,TRUE,16,74,3461.64
180906,4/25/2016 9:31,TV,"Todd, Michael",Refinance Team - 4101,,4108199764,9/18/2019,4108,Refinance Cash-out                                ,Conventional                                      ,482300,676,70,30,39,20,23723,Own,Richardson,TX,TRUE,0,0,0
191555,7/13/2016 2:32,TV,"Knight, Ken",Purchase Team - 4105,75022,41081917233,,4110,Refinance Cash-out                                ,Conventional                                      ,250000,650,64.93,42,42,16,5000,Own,Flower Mound,TX,TRUE,0,0,0
191788,7/13/2016 23:14,Radio,"Ancell, Susan",Purchase Team - 4105,75142,4105191214,,4105,Refinance Cash-out                                ,Conventional                                      ,101250,640,59.21,26,56,12,1643.31,Own,Kaufman,TX,TRUE,12,52,2943.81
192394,7/18/2016 12:59,Internet,"Sharp, James",Admin,75002,4108195662,7/1/2019,4108,Purchase                                          ,Conventional                                      ,266000,779,51.55,25,39,16,12995.13,Own,Allen,TX,TRUE,16,39,0
194762,7/18/2016 16:55,Direct Mail,"Nguyen, Tu",Refinance Team - 4102,75090,4102198516,8/22/2019,4102,Refinance Cash-out                                ,Conventional                                      ,260000,674,74.92,30,50,16,12569.24,Own,Sherman,TX,TRUE,0,0,0
195454,7/18/2016 16:59,Direct Mail,"Knight, Ken",Purchase Team - 4105,,41052023310,12/10/2020,4105,Refinance Cash-out                                ,Conventional                                      ,288000,771,80,30,40,16,11889.33,Own,Corinth,TX,TRUE,0,0,0
203568,7/26/2016 7:28,TV,"Milburn, Joe",Purchase Team - 4105,75119,4102177114,12/23/2019,4110,Purchase                                          ,VA                                                ,191000,648,100,33,49,14,4784.58,Rent,Amarillo,TX,TRUE,12,46,825
213766,9/23/2016 16:24,Repeat Client,"Knight, Ken",Purchase Team - 4105,75013,4110203534,3/31/2020,4105,Refinance                                         ,Conventional                                      ,351500,763,78.98,45,55,16,8438.46,Own,Allen,TX,TRUE,0,0,0
216113,10/6/2016 17:25,Repeat Client,"Milburn, Joe",Purchase Team - 4105,75082,4105190066,1/31/2019,4108,Refinance                                         ,Conventional                                      ,129500,788,29.77,19,37,16,8000,Own,Richardson,TX,TRUE,18,37,0
227544,12/6/2016 17:10,Internet,"Todd, Michael",Refinance Team - 4101,75077,4108196643,8/9/2019,4108,Purchase                                          ,Conventional                                      ,346500,707,90,39,53,16,7142.59,Living Rent Free,Coppell,TX,TRUE,0,0,0
229052,12/13/2016 16:33,TV,"Knight, Ken",Purchase Team - 4105,,41052024257,,4105,Refinance Cash-out                                ,Conventional                                      ,194000,691,71.85,24,53,18,13750,Own,Houston,TX,TRUE,18,63,0
239131,2/17/2017 10:20,TV,"Frank, Michael",Refinance Team - 4103,76179,4102193348,4/6/2019,4103,Refinance Cash-out                                ,Conventional                                      ,293000,772,62.34,26,39,12,6886.75,Own,Fort Worth,TX,TRUE,12,36,6895.2
239172,2/17/2017 14:46,Repeat Client,"Knight, Ken",Purchase Team - 4105,77450,41052013448,9/5/2020,4105,Purchase                                          ,Conventional                                      ,249755,805,95,43,43,12,5285.84,Own,Katy,TX,TRUE,0,0,0
239452,2/20/2017 11:17,Repeat Client,"Johnson, Chris",Refinance Team - 4102,75035,41021914363,11/18/2019,4102,Refinance Cash-out                                ,Conventional                                      ,213750,698,75,35,49,16,9930.2,Own,Frisco,TX,TRUE,0,0,0
178676,4/8/2016 10:49,TV,"Sharpe, Jenny",Admin,75228,4102194448,,4102,Refinance Cash-out                                ,Conventional                                      ,167000,623,65.49,39,37,14,5880,Own,Dallas,TX,TRUE,0,0,0
184982,5/24/2016 12:41,Radio,"Sharp, James",Admin,76048,41031915745,12/9/2019,4103,Refinance Cash-out                                ,Conventional                                      ,182400,724,80,37,39,16,4737.1,Own,Granbury,TX,TRUE,12,37,4833.33
185025,5/24/2016 16:14,Radio,"Sharp, James",Admin,76249,4102195156,5/16/2019,4102,Refinance Cash-out                                ,Conventional                                      ,133000,778,70,42,38,16,3100,Own,Krum,TX,TRUE,16,36,0
186294,6/4/2016 13:12,Internet,"Sharpe, Jenny",Admin,76016,4102194898,,4102,Refinance                                         ,Conventional                                      ,160000,694,58.18,40,68,12,7500,Own,Fort Worth,TX,TRUE,12,69,0
186907,6/9/2016 15:03,TV,"Sharpe, Jenny",Admin,75462,4111191737,,4111,Refinance                                         ,FHA                                               ,221408,748,92.59,49,62,12,6236.57,Own,Paris,TX,TRUE,0,0,0
210944,9/9/2016 15:17,Self Sourced,"Milburn, Joe",Purchase Team - 4105,76133,41081910964,9/17/2019,4108,Refinance Cash-out                                ,Conventional                                      ,203400,794,80,30,70,16,6516.83,Own,Fort Worth,TX,TRUE,0,0,0
211286,9/12/2016 8:21,TV,"Frank, Michael",Refinance Team - 4103,75028,41031913184,10/23/2019,4103,Refinance Cash-out                                ,Conventional                                      ,211000,754,66.14,24,44,16,12792,Own,Flower Mound,TX,TRUE,0,0,0
211923,9/14/2016 22:27,Radio,"Sharpe, Jenny",Admin,76028,4102193756,4/11/2019,4102,Refinance Cash-out                                ,Conventional                                      ,252000,708,80,49,48,12,8188.37,Own,Burleson,TX,TRUE,0,0,0
223705,11/15/2016 9:48,Radio,"Ladner, James",Refinance Team - 4103,,41032020360,12/8/2020,4103,Refinance                                         ,Conventional                                      ,325460,792,68.51,33,57,16,25572.37,Own,Pottsboro,TX,TRUE,0,0,0
225331,11/23/2016 10:35,Radio,"Johnson, Adrienne",Refinance Team - 4103,75087,4102191511,2/19/2019,4102,Refinance Cash-out                                ,Conventional                                      ,186000,714,75.91,48,51,16,5022.58,Own,Rockwall,TX,TRUE,0,0,0
235512,1/24/2017 16:29,Repeat Client,"Knight, Ken",Purchase Team - 4105,75070,41052011894,7/22/2020,4105,Refinance                                         ,Conventional                                      ,174650,801,56.7,24,38,12,4583,Own,Mckinney,TX,TRUE,16,40,5327
235526,1/24/2017 17:31,Radio,"Alexander, Gary",Refinance Team - 4102,76044,4105192908,6/26/2019,4102,Refinance                                         ,Conventional                                      ,325900,774,86.21,30,33,16,5221.56,Own,Godley,TX,TRUE,21,34,5916.42
236275,1/29/2017 17:03,Internet,"Sharp, James",Admin,75077,4102191338,2/20/2019,4103,Refinance Cash-out                                ,Conventional                                      ,97200,649,52.54,27,31,14,4583.33,Own,Lewisville,TX,TRUE,0,0,0
237007,2/3/2017 1:31,Radio,"Johnson, Adrienne",Refinance Team - 4103,76063,4102191518,2/18/2019,4102,Refinance Cash-out                                ,Conventional                                      ,484350,764,74.51,31,53,18,20438.25,Own,Mansfield,TX,TRUE,18,50,4553
237536,2/6/2017 18:45,TV,"Benitez, Bryan",Refinance Team - 4102,76028,4104194473,5/10/2019,4104,Refinance Cash-out                                ,Conventional                                      ,153300,517,70,49,53,16,4417.24,Own,Burleson,TX,TRUE,0,0,0
237895,2/8/2017 14:16,Referral,"Sharp, James",Admin,75068,4102209477,6/17/2020,4102,Refinance Cash-out                                ,Conventional                                      ,105000,694,35,44,51,16,2280.89,Own,Little Elm,TX,TRUE,16,56,0
221609,11/4/2016 14:55,Radio,"Lowe, Scott",Refinance Team - 4101,75093,41012013724,8/10/2020,4101,Refinance                                         ,Conventional                                      ,278500,757,55.7,23,59,16,17263.44,Own,Plano,TX,TRUE,0,0,0
222070,11/7/2016 12:52,Internet,"Todd, Michael",Refinance Team - 4101,,41081912194,,4108,Purchase                                          ,FHA                                               ,82163,633,95,45,50,13,7175.92,Rent,Keene,TX,TRUE,13,50,0
222085,11/7/2016 13:31,TV,"Sharp, James",Admin,77429,4102198832,8/14/2019,4103,Refinance Cash-out                                ,Conventional                                      ,281250,731,75,48,53,18,11419.34,Own,Cypress,TX,TRUE,0,0,0
233704,1/13/2017 12:44,Radio,"Todd, Michael",Refinance Team - 4101,76015,4101204303,3/17/2020,4101,Refinance                                         ,Conventional                                      ,237905,685,76.99,20,56,13,5866.62,Own,Arlington,TX,TRUE,0,0,0
233834,1/14/2017 12:06,TV,"Ancell, Susan",Purchase Team - 4105,75080,41052012475,7/26/2020,4105,Refinance                                         ,Conventional                                      ,216590,794,68.11,40,50,16,8387.51,Own,Richardson,TX,TRUE,0,0,0
233988,1/16/2017 8:28,Radio,"Todd, Michael",Refinance Team - 4101,75002,4108199445,8/21/2019,4108,Refinance Cash-out                                ,Conventional                                      ,483500,788,72.7,41,43,20,13154.66,Own,Lucas,TX,TRUE,0,0,0
234484,1/18/2017 12:54,Internet,"Reed, Shawn",Purchase Team - 4105,76226,4105198927,8/12/2019,4105,Purchase                                          ,Conventional                                      ,364000,699,80,33,39,16,1286.92,Own,Coppell,TX,TRUE,16,38,3418.59
235497,1/24/2017 15:19,Internet,"Ancell, Susan",Purchase Team - 4105,75075,4105209127,6/11/2020,4105,Refinance Cash-out                                ,Conventional                                      ,203200,721,79.37,33,68,12,2559.5,Own,Plano,TX,TRUE,12,66,3070.35
248441,4/10/2017 11:09,TV,"Vander Plaats, Brian",Refinance Team - 4102,75048,4102190819,1/31/2019,4102,Refinance Cash-out                                ,Conventional                                      ,292800,753,80,41,40,18,8455,Own,Sachse,TX,TRUE,0,0,0
248504,4/10/2017 14:59,Radio,"Vander Plaats, Brian",Refinance Team - 4102,76177,4102202298,,4102,VA IRRRL                                          ,VA                                                ,283410,656,94,,50,16,0,Own,Fort Worth,TX,TRUE,16,47,0
248724,4/10/2017 16:15,Direct Mail,"Lowe, Scott",Refinance Team - 4101,76210,4101202390,2/25/2020,4101,Refinance Cash-out                                ,Conventional                                      ,192000,689,76.8,39,48,16,3815,Own,Denton,TX,TRUE,0,42,4232
260464,4/24/2017 18:01,Radio,"Murphy, John",Refinance Team - 4101,76227,4102198864,8/12/2019,4101,Refinance                                         ,FHA                                               ,278489,661,97.75,44,37,16,8007.15,Own,Trenton,TX,TRUE,16,33,4127.07
260625,4/25/2017 15:13,Internet,"Sharpe, Jenny",Admin,75081,4103202620,3/5/2020,4103,Refinance Cash-out                                ,Conventional                                      ,296000,755,80,44,57,14,5042.1,Own,Lewisville,TX,TRUE,14,52,5672.31
261080,4/28/2017 11:36,Internet,"Vander Plaats, Brian",Refinance Team - 4102,76040,4102190830,1/28/2019,4102,Refinance Cash-out                                ,Conventional                                      ,76000,648,40,44,62,16,1777.7,Own,Euless,TX,TRUE,0,0,0
261725,5/3/2017 10:45,TV,"Vander Plaats, Brian",Refinance Team - 4102,76018,4102195245,5/20/2019,4102,Refinance                                         ,Conventional                                      ,182332,803,68.8,37,39,16,10532.84,Own,Arlington,TX,TRUE,0,0,0
